Smiles,Blk,Fgr,Fyn,Hck,Lck,Lyn,Src,Yes
[H]c1c([H])c([H])c(C([H])([H])[H])c(N([H])c2nc(N([H])[H])nc(C([H])([H])N3C([H])([H])C([H])([H])C([H])([H])[C@]3([H])c3nc4c([H])c([H])c([H])c([H])c4s3)n2)c1[H],1.4611447340939776e-06,6.103498162701726e-05,0.028097014874219894,0.00025863840710371733,0.030487461015582085,0.00021408994507510215,0.9981665015220642,0.0109521159902215
[H]c1c([H])c([C@@]2([H])[C@@]3([H])c4c(c5c([H])c([H])c([H])c([H])c5n([H])c4=O)OC(C([H])([H])[H])(C([H])([H])[H])[C@@]3([H])[C@]2([H])C([H])([H])[H])c([H])c(OC([H])([H])[H])c1OC([H])([H])[H],0.00016204967687372118,0.0012734709307551384,0.0012588175013661385,0.010897762142121792,0.6526078581809998,0.003508011344820261,0.8997247219085693,0.0002661094767972827
[H]c1sc2nc(C([H])([H])N(C([H])([H])[H])C([H])([H])C(=O)N([H])c3c([H])c([H])c(N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])c3[H])n([H])c(=O)c2c1-c1c([H])c([H])c([H])c([H])c1[H],0.0002694519062060863,0.00565349031239748,0.005480859894305468,0.008514071814715862,0.9950941801071167,0.018739238381385803,0.9518908858299255,0.0005496284575201571
